7.4	7.65	3.5
7.5	11.88	3.5
7.6	17.65	3.5
7.7	17.24	3.5
7.8	15	3.2
7.9	7.36	3
8	8.8	3.24
8.1	13.03	3.5
8.2	16.19	3.59
8.3	14.73	4.11
8.4	8.9	3
8.5	8.9	3
8.6	8.86	3.06
8.7	8.82	3.09
8.8	8.77	3.1
8.9	8.88	3.1
9	9.41	3.09
9.1	8.79	3.08
9.2	11.27	3.07
9.3	11.79	3.1
9.4	12.47	3.45
9.5	14.23	3.5
9.6	16.55	3.59
9.7	15.92	3.57
9.8	17.18	3.56
9.9	17.58	3.55
10	23.49	3.54
10.1	20.17	3.56
10.2	23.34	3.52
10.3	26.47	3.56
10.4	24.94	3.57
10.5	26.17	3.51
10.6	26.45	3.61
10.7	29.04	3.51
10.8	32.09	3.57
10.9	31.49	3.56
11	36.22	4.71
11.1	38.26	5.82
11.2	39.72	5.61
11.3	44.15	5.54
11.4	45.66	5.6
11.5	52.26	5.68
11.6	58.22	5.66
11.7	59.7	5.57
11.8	59.92	5.8
11.9	61.43	5.57
12	65.35	5.55
12.1	72.49	5.55
12.2	73.64	5.49
12.3	77.23	5.39
12.4	76.92	5.57
12.5	82.39	6.18
12.6	91.43	6.28
12.7	87.68	5.88
12.8	88.23	6.39
12.9	99.72	6.54
13	111.75	6.55
13.1	111.54	6.42
13.2	123.49	5.93
13.3	130.69	5.88
13.4	137.82	5.58
13.5	150	6.19
13.6	164.76	6.73
13.7	158.76	7.87
13.8	179.36	6.63
13.9	179.54	7.38
14	191.19	7.03
14.1	194.12	7.84
14.2	192.11	7.15
14.3	208.84	6.97
14.4	191.27	8.31
14.5	211.76	9.4
14.6	224.58	9.59
14.7	226.47	7.84
14.8	211.73	9
14.9	229.42	9.62
15	267.68	8.87
15.1	232.89	9.35
15.2	256.08	11.27
15.3	258.38	11.37
15.4	252.58	11.68
15.5	273.53	12.34
15.6	247.08	12.94
15.7	274.46	13.05
15.8	252.45	13.13
15.9	264.69	13.48
16	256.06	12.62
16.1	270.56	13.03
16.2	208.7	12.48
16.3	231.7	12.38
16.4	244.34	11.85
16.5	225.73	11.78
16.6	247.08	12.48
16.7	241.13	9.62
16.8	226.49	8.71
16.9	220.55	9.41
17	214.74	7.61
17.1	200.79	10.56
17.2	191.17	10
17.3	182.39	9.69
17.4	182.36	11.17
17.5	166.29	11.33
17.6	162.17	11.29
17.7	155.08	10.55
17.8	150.28	12.31
17.9	144.11	10
18	138.23	10.5
18.1	135.29	8.96
18.2	129.46	8.82
18.3	127.07	8.93
18.4	123.51	8.62
18.5	120.53	8.74
18.6	118.82	10.3
18.7	114.75	11.05
18.8	112.84	8.94
18.9	111.63	11.73
19	108.85	10
19.1	105.82	10
19.2	105.27	11.21
19.3	104.53	11.75
19.4	102.95	9
19.5	101.06	11.3
19.6	101	9.65
19.7	100	9.59
19.8	97.05	10.26
19.9	91.22	9.64
20	88.26	9.8
20.1	82.31	10.29
20.2	80.56	9.76
20.3	79.42	10
20.4	76.48	11.27
20.5	74.14	11.18
20.6	73.54	14.29
20.7	73.45	11
20.8	71.29	11.75
20.9	70.58	12.31
21	70.53	11.79
21.1	70.03	12.59
21.2	70.06	14.66
21.3	70.09	12.06
21.4	69.41	12.38
21.5	69.66	12.94
21.6	70	14.23
21.7	70.22	14.73
21.8	70.41	17.62
21.9	70.47	13.04
22	70.59	12.5
22.1	70.34	13.51
22.2	70.29	14.69
22.3	70.4	14.58
22.4	70.48	17.2
22.5	70.27	17.41
22.6	69.51	14.71
22.7	67.61	14.85
22.8	67.62	14.43
22.9	67.49	17.45
23	67.26	13
23.1	66.66	16
23.2	65.37	14.76
23.3	64.74	14.71
23.4	64.37	13.76
23.5	64.24	17.12
23.6	64.11	17.26
23.7	63.33	17.67
23.8	62.33	14.8
23.9	61.81	17.67
24	61.47	18.22
24.1	59.46	15
24.2	58.79	17.67
24.3	58.69	18.27
24.4	65.29	20.76
24.5	58.64	20.52
24.6	58.29	20.59
24.7	56.16	17.71
24.8	55.58	16
24.9	55	14.68
25	54.48	14.66
25.1	52.94	14.7
25.2	51.76	14.44
25.3	51.71	14.73
25.4	52.03	15
25.5	52.35	16.45
25.6	52.53	14.83
25.7	52.94	14.78
25.8	52.93	13.54
25.9	52.35	17
26	52.23	12.39
26.1	51.88	14.74
26.2	51.19	12.95
26.3	50.57	16
26.4	50	12.41
26.5	49.96	14.72
26.6	49.15	13.5
26.7	48.86	14.69
26.8	50	12.43
26.9	52.62	12.88
27	52.94	13.08
27.1	55.29	15.88
27.2	51.8	13.06
27.3	59.51	13.52
