9.6	1.95	1.95
9.7	6.52	2
9.8	6.38	2.06
9.9	6.3	6.3
10	9.64	4
10.1	10	4
10.2	10.8	4.2
10.3	11.47	4.6
10.4	13.17	4.7
10.5	15.87	4.6
10.6	18	4.41
10.7	19.21	4.91
10.8	21.79	4.27
10.9	26.59	5.16
11	26.22	5.71
11.1	27.76	5.9
11.2	27.82	6
11.3	30.45	5.84
11.4	25.76	6.8
11.5	42.36	7.2
11.6	44.92	6.26
11.7	46.35	6.57
11.8	51.8	7.18
11.9	55.63	7
12	59.63	5.65
12.1	65.59	6.95
12.2	72.84	7.29
12.3	78	7.59
12.4	77	7.57
12.5	78.69	7.88
12.6	82.73	6.58
12.7	82.08	7.18
12.8	81.9	6.89
12.9	104.92	7.14
13	92.75	5.25
13.1	112.54	7.82
13.2	118.59	8.23
13.3	137.69	7.08
13.4	130.58	6.38
13.5	145.74	8.49
13.6	150.86	8.23
13.7	160.66	8.57
13.8	154.06	8.43
13.9	174.84	8.8
14	183.39	8.19
14.1	183.92	8.14
14.2	184.71	8.35
14.3	193.54	6.77
14.4	194.67	7.81
14.5	196.77	7.28
14.6	206.72	8
14.7	203.27	9.14
14.8	222.93	9.53
14.9	226.42	9.62
15	242.58	9.77
15.1	238.43	8.75
15.2	248.98	9.8
15.3	236.48	11.17
15.4	249.22	10.18
15.5	246	9.9
15.6	229.48	11.14
15.7	241.61	10
15.8	238.45	8.53
15.9	240.39	9.88
16	239	10.52
16.1	231.76	11.13
16.2	236.07	10.58
16.3	213.11	11.4
16.4	238.44	11.35
16.5	259.03	14.48
16.6	213.18	12.18
16.7	226.43	12.52
16.8	251.69	14.71
16.9	222.45	14.1
17	205.34	13.91
17.1	202.79	11.48
17.2	190	14.53
17.3	213.29	13.09
17.4	186.06	14.57
17.5	129.49	11.48
17.6	177.04	14.42
17.7	182.08	14
17.8	213.31	13.81
17.9	183.61	14.62
18	219.83	16.35
18.1	173.82	15.66
18.2	160.06	16.22
18.3	183.57	15.83
18.4	183.71	15.08
18.5	157.33	16.34
18.6	156.68	17.03
18.7	142.25	12.15
18.8	133.74	13.14
18.9	126.23	10.83
19	121.35	8.35
19.1	116.08	10.52
19.2	115.07	11.21
19.3	108.16	11.45
19.4	106.55	9.8
19.5	104.86	10.8
19.6	101.66	9.9
19.7	100.64	11.19
19.8	98.72	9.9
19.9	95.08	12.14
20	94	12.5
20.1	91.81	10.59
20.2	81.96	14.36
20.3	75.52	11.8
20.4	70.48	12.77
20.5	68.85	10.68
20.6	67.74	11.8
20.7	69.15	11.5
20.8	69.49	13.15
20.9	72.18	11.71
21	74.83	10.59
21.1	75.45	9.89
21.2	75.46	11.16
21.3	74.29	12.36
21.4	72.17	9.98
21.5	71.46	11.15
21.6	68.87	12.73
21.7	67.21	11.43
21.8	65.64	10.92
21.9	64.19	10.68
22	62.3	9.84
22.1	60.64	12.41
22.2	59.02	10.49
22.3	57.77	12.6
22.4	58.38	13.11
22.5	60.13	10.61
22.6	59.8	9.81
22.7	59	11.15
22.8	59.67	12.33
22.9	60.32	9.9
23	59.63	10.41
23.1	57.7	10.35
23.2	53.97	11.16
23.3	52.14	12.31
23.4	52.47	10.86
23.5	51	13.12
23.6	46.37	11.56
23.7	45.93	10.77
23.8	46.33	11.8
23.9	49.19	12.57
24	52.45	12.42
24.1	55.74	13.11
24.2	57.39	11.47
24.3	59.02	13.07
24.4	59.59	13.11
24.5	62.22	13.12
24.6	60.47	13.09
24.7	59.01	13.11
24.8	55.76	10.64
24.9	52.46	11.18
25	48.33	11.6
25.1	45.9	13.11
25.2	42.62	11.94
25.3	42.61	15
25.4	40.59	13.07
25.5	40.35	13.25
25.6	40.43	11.83
25.7	41.49	11.48
25.8	41	15
25.9	41.96	13.09
26	43.69	16
26.1	44.21	11.74
26.2	44.9	16.15
26.3	45.9	13.12
26.4	47	15
26.5	49.16	33.92
26.6	50.95	13.45
26.7	52.46	13.09
26.8	52.94	15.43
26.9	53.44	13.18
27	55.34	13.18
27.1	56.25	13.25
