8.63	29.23	10.56
8.93	38.92	11.72
9.23	47.54	10.77
9.53	58.38	9.52
9.83	75.35	9.37
10.13	92.64	9.89
10.43	112.1	10.02
10.73	141.2	11.11
11.03	179.1	13.12
11.33	213.5	13.99
11.63	239.4	13.73
11.93	259.6	15.1
12.23	256.6	14.05
12.53	248	13.01
12.83	243.7	13.18
13.13	233.7	14.17
13.43	229	14.79
13.73	235	15.56
14.03	237.9	15.63
14.33	243.4	16.84
14.63	258.7	17.68
14.93	281.1	18.32
15.23	301.7	18.3
15.53	321.7	17.6
15.83	337.1	18.38
16.13	344.3	19.08
16.43	346.3	19.85
16.73	341.7	18.73
17.03	331.1	19.01
17.33	310.3	18.85
17.63	290.3	18.62
17.93	274.1	19.38
18.23	250.4	20.27
18.53	232.4	21.88
18.83	208.2	22.57
19.13	191.8	23.12
19.43	185.7	24.69
19.73	175.2	25.13
20.03	168.1	26.03
20.33	163.4	29.02
20.63	153.3	27.93
20.93	140.9	27.08
21.23	142.4	30.85
21.53	135.5	30.04
21.83	133.9	33.19
22.13	139.2	41.15
22.43	138.5	37.54
22.73	144.4	43.73
23.03	137.9	47.15
23.33	143.1	50.87
23.63	141.2	43.89
23.93	105.7	28.47
24.23	102.4	25.43
24.53	108	28.83
24.83	98.64	32.77
25.13	97.2	42.56
25.43	94.34	46.33
25.73	83.8	34.99
26.03	79.83	33.54
26.33	82.01	39.83
26.63	80.03	39.12
26.93	56.99	25.34
