 12.17         5.00       2.35
 12.31         9.00       2.65
 12.45        11.00       2.81
 12.58        13.00       2.97
 12.72        19.00       3.41
 12.86        26.00       3.92
 12.99        31.00       4.29
 13.13        34.00       4.52
 13.26        37.00       4.75
 13.40        42.00       5.12
 13.54        43.00       5.21
 13.67        50.00       5.72
 13.81        56.00       6.16
 13.95        61.00       6.53
 14.08        67.00       6.97
 14.22        74.00       7.48
 14.35        78.00       7.78
 14.49        86.00       8.36
 14.63        96.00       9.08
 14.76        95.00       9.03
 14.90       109.00      10.03
 15.03       117.00      10.61
 15.17       138.00      12.10
 15.31       137.00      12.05
 15.44       153.00      13.19
 15.58       158.00      13.56
 15.72       162.00      13.86
 15.85       184.00      15.42
 15.99       198.00      16.41
 16.12       204.00      16.85
 16.26       206.00      17.01
 16.40       204.00      16.89
 16.53       208.00      17.19
 16.67       215.00      17.70
 16.81       206.00      17.09
 16.94       202.00      16.83
 17.08       202.00      16.85
 17.21       196.00      16.45
 17.35       190.00      16.05
 17.49       179.00      15.30
 17.62       171.00      14.76
 17.76       178.00      15.27
 17.90       171.00      14.80
 18.03       160.00      14.05
 18.17       146.00      13.09
 18.30       139.00      12.62
 18.44       130.00      12.01
 18.58       127.00      11.82
 18.71       119.00      11.28
 18.85       123.00      11.58
 18.98       117.00      11.18
 19.12       111.00      10.78
 19.26       109.00      10.66
 19.39        98.00       9.91
 19.53       101.00      10.14
 19.67       101.00      10.16
 19.80        97.00       9.90
 19.94        94.00       9.71
 20.07        90.00       9.45
 20.21        78.00       8.63
 20.35        78.00       8.65
 20.48        81.18       8.86
 20.62        81.18       8.88
 20.76        69.30       8.07
 20.89        77.22       8.64
 21.03        78.21       8.73
 21.16        69.30       8.13
 21.30        73.26       8.42
 21.44        68.31       8.10
 21.57        67.32       8.59
 21.71        67.62       8.59
 21.84        72.96       8.90
 21.98        63.92       7.86
 22.12        47.70       6.34
 22.25        59.34       6.63
 22.39        54.12       5.93
 22.53        60.83       6.00
 22.66        49.40       5.07
 22.80        56.21       5.21
 22.93        41.89       4.30
 23.07        54.51       4.81
 23.21        42.90       4.09
 23.34        51.48       4.50
 23.48        43.52       4.03
 23.62        42.84       3.98
 23.75        42.16       3.94
 23.89        43.92       4.03 
 24.02        37.21       3.67  
 24.16        30.00       3.31
 24.30        39.00       3.79
 24.43        35.40       3.64
 24.57        34.22       3.59
 24.71        28.91       3.29
 24.84        26.10       3.19
 24.98        27.26       3.25
 25.11        21.66       2.97
 25.25        30.16       3.43
 25.39        24.94       3.17
 25.52        25.08       3.19
 25.66        24.94       3.17
 25.79        26.10       3.24
 25.93        27.26       3.29
