8.8	2.66	1.99
9.1	25.07	8.35
9.4	38.71	11.51
9.7	52.33	12.34
10	47.6	10.6
10.3	68.69	13.58
10.7	88.07	16.87
11	115.5	21.5
11.3	145.3	26.42
11.6	176.7	29.97
11.9	197.5	33.29
12.2	228	38.18
12.5	238.8	39.78
12.8	239.2	39.83
13.1	223.5	37.31
13.4	222.1	37.02
13.7	224.9	37.42
14.1	214.6	36.12
14.4	232	40.27
14.7	245.5	44.9
15	241.4	40.83
15.3	245.1	41.51
15.6	249.4	42.65
15.9	224.4	39.83
16.2	221.9	42.38
16.5	204	40.5
16.8	204.8	41.79
17.1	181.5	37.76
17.5	173.9	36.75
17.8	168	35.97
18.1	145.5	31.67
18.4	129.4	28.53
18.7	122.9	27.57
19	112.6	25.74
19.3	106.5	24.7
19.6	91.52	21.59
19.9	86.84	20.77
20.2	83.2	20.14
20.6	80.73	19.74
20.9	78.27	19.38
21.2	75.17	18.77
21.5	63.3	16.59
21.8	57.31	15.08
22.1	50.83	13.9
22.4	58.81	15.62
22.7	56.21	13.97
23	55.05	16.11
23.3	51.82	16.48
23.6	40.01	13.48
24	48.52	15.2
24.3	51	16.32
24.6	38.41	14.65
24.9	27.67	11.85
25.2	40.36	16.21
25.5	45.13	18.93
25.8	33.86	13.99
26.1	24.33	14.26
26.4	29.05	13.42
26.8	23.14	14.03
27.1	22.5	11.93
27.4	28.78	16.66
27.7	26.09	13.62
28	23.46	14.97
28.3	33.14	16.17
28.6	36.15	19.02
28.9	40.94	20.77
