10.026	2.41	5.37
10.181	9.18	4.21
10.336	6.75	4.13
10.491	9.21	4.14
10.646	9.54	3.94
10.801	13.25	4.13
10.955	12.06	3.88
11.11	13.32	3.99
11.265	20.16	4.42
11.42	20.62	4.23
11.575	17.17	3.82
11.73	26.57	4.44
11.885	29.81	4.66
12.039	29.46	4.56
12.194	30.7	4.7
12.349	44.58	5.39
12.504	39.21	3.69
12.659	41.73	5.37
12.814	44.67	5.58
12.969	52.49	6.07
13.123	49	6.01
13.278	51.51	5.25
13.433	50.28	5.29
13.588	65.99	5.93
13.743	64.78	5.93
13.898	72.07	6.26
14.053	75.34	6.41
14.207	85.79	6.52
14.362	96.52	7.21
14.517	95.39	7.26
14.672	105.64	7.62
14.827	116.12	7.28
14.982	120.05	8.19
15.136	138.91	8.8
15.291	149.84	9.22
15.446	156.69	9.48
15.601	154.22	9.49
15.756	169.52	10.43
15.911	180.94	11.26
16.066	156.63	10.57
16.22	177.04	11.74
16.375	167.75	12.26
16.53	162.45	7.33
16.685	170.27	7.85
16.84	160.31	7.66
16.995	158.53	7.99
17.15	157.65	8.48
17.304	146.39	10.44
17.459	148.55	10.65
17.614	132.07	10.6
17.769	133.15	10.84
17.924	119.13	10.84
18.079	122.57	9.16
18.233	108.92	8.97
18.388	106.89	9.3
18.543	101.99	9.3
18.698	93.99	9.32
18.853	82.56	9.18
19.008	84.28	9.04
19.163	81.93	9.6
19.317	78.59	9.53
19.472	80.79	9.84
19.627	71.4	9.99
19.782	74.75	10.23
19.937	72.33	10.25
20.092	72.64	10.6
20.247	67.76	7.45
20.401	66.84	10.72
20.556	63.5	10.29
20.711	59.59	11.03
20.866	56.44	11.24
21.021	61.98	13.2
21.176	57.29	11.66
21.33	48.5	12.37
21.485	51.57	12.8
21.64	49.08	13.16
21.795	47.68	12.31
21.95	42.82	13.52
22.105	45.64	13.97
22.26	39.34	14.2
22.414	36.3	12.97
22.647	35.67	10.87
22.957	35.57	11.5
23.267	29.66	11.5
23.576	34.72	13.49
23.886	30.22	8.92
24.196	28.82	9.45
24.505	26.78	9.37
24.815	21.78	9.45
25.125	23.16	13.57
25.434	22.25	14.11
25.744	21.37	14.35
26.054	18.4	14.27
26.364	24.11	15.36
26.673	23.58	15.45
26.983	21.94	14.61
27.293	23.45	14.67
27.602	24.78	13.66
27.834	24.35	21.66

